SEQPLT16,PSTATABB,PNAME,LAT,LON,PLPRMFL,NAMEPCAP,PLNGENAN,PLCO2EQA
7148,NY,Onondaga County - Metro Water Board,43.183782,-76.224075,SUN,1.00,1032.00,0.00
7149,NY,Onondaga County - Oak Orchard WWTP,43.172719,-76.130123,SUN,2.00,0.00,0.00
7150,NY,Onondaga County- Clearwater,43.429317,-76.515717,SUN,2.40,0.00,0.00
7151,NY,Onondaga County- Jamesville,42.986644,-76.064219,SUN,1.90,0.00,0.00
7152,NY,Onondaga County Resource Recovery,43.004700,-76.114900,MSW,39.50,197780.00,178996.65
7153,NY,Onondaga Energy Partners LP,43.040300,-76.284400,LFG,0.70,0.00,0.00
7154,NY,Ontario LFGTE,42.858600,-77.087200,LFG,11.20,58658.00,0.00
7155,NY,Onyx - Lamphear Road,43.184130,-75.476724,SUN,2.00,199.00,0.00
7156,NY,Orange County Solar Farm (NY),41.404879,-74.359495,SUN,1.50,0.00,0.00
7157,NY,Oswegatchie,44.270000,-75.199167,WAT,1.80,6394.00,0.00
7158,NY,Oswego County - Fulton Solar,43.342437,-76.343250,SUN,2.00,0.00,0.00
7159,NY,Oswego County Energy Recovery,43.348808,-76.425169,MSW,3.60,11403.32,3340.45
7160,NY,Oswego Falls East,43.316100,-76.415300,WAT,6.00,20048.00,0.00
7161,NY,Oswego Falls West,43.315600,-76.417200,WAT,4.00,6995.00,0.00
7162,NY,Oswego Harbor Power,43.458600,-76.531900,RFO,1895.60,38851.00,41085.25
7163,NY,Owens Corning at Bethlehem,42.586944,-73.865000,SUN,2.00,3359.00,0.00
7164,NY,Oyster Bay Energy Partners LP,40.768333,-73.456666,LFG,1.40,0.00,0.00
7165,NY,Parishville,44.630000,-74.825800,WAT,3.00,12717.00,0.00
7166,NY,Peak Power 1 Cogen,40.751111,-73.991667,NG,6.30,10489.00,3353.45
7167,NY,Philadlephia,44.158611,-75.708778,WAT,3.60,6121.00,0.00
7168,NY,Phoenix Hydro Project,43.227058,-76.302137,WAT,3.20,8742.00,0.00
7169,NY,Piercefield,44.233419,-74.566217,WAT,2.70,15222.00,0.00
7170,NY,Pinelawn Power,40.736611,-73.388424,NG,82.00,155528.00,80170.13
7171,NY,Plant No 1 Freeport,40.656100,-73.592200,DFO,13.20,188.00,188.13
7172,NY,Poletti 500 MW CC,40.788900,-73.906900,NG,528.00,2722323.00,1215122.56
7173,NY,Port Jefferson Energy Center,40.949696,-73.078507,NG,590.00,437602.00,311073.88
7174,NY,Port Leyden Hydroelectric Project,43.583611,-75.339167,WAT,1.00,3985.00,0.00
7175,NY,Port Richmond WWT Solar,40.638056,-74.126111,SUN,1.00,1528.00,0.00
7176,NY,Pouch Terminal,40.618200,-74.068490,NG,47.00,64985.00,41329.64
7177,NY,Prospect,43.291861,-75.147734,WAT,19.00,69327.00,0.00
7178,NY,Pyrites Plant,44.522043,-75.188108,WAT,8.20,24686.00,0.00
7179,NY,R E Ginna Nuclear Power Plant,43.277700,-77.309900,NUC,614.00,5070323.00,0.00
7180,NY,Rainbow Falls Auscble,44.523600,-73.461700,WAT,2.60,0.00,0.00
7181,NY,Rainbow Falls Hydro,44.517800,-74.822800,WAT,25.00,86320.00,0.00
7182,NY,Ravenswood Generating Station,40.759167,-73.946111,RFO,2625.00,5221277.99,3157021.49
7183,NY,Raymondville,44.835000,-74.980300,WAT,2.00,9922.00,0.00
7184,NY,RED-Rochester LLC-Eastman Business Park,43.198900,-77.631900,BIT,209.80,379956.00,260129.62
7185,NY,ReEnergy Chateaugay Power Station,44.892700,-74.074600,WDS,19.70,0.00,0.00
7186,NY,ReEnergy Lyonsdale Biomass,43.617965,-75.305443,WDS,21.10,130148.00,1585.27
7187,NY,Rensselaer Cogen,42.625325,-73.749955,NG,88.20,31136.00,16642.10
7188,NY,Richard M Flynn (Holtsville),40.815800,-73.064000,NG,164.00,1166967.00,566799.21
7189,NY,Rio,41.462500,-74.757800,WAT,10.80,14386.00,0.00
7190,NY,Ripley Westfield Wind LLC,42.241111,-79.635000,WND,75.00,0.00,0.00
7191,NY,Riverbay Corp. - Co-Op City,40.869972,-73.824437,NG,49.50,122426.23,20084.03
7192,NY,Riverhead,40.826111,-73.232222,SUN,1.50,242.00,0.00
7193,NY,Roaring Brook LLC,43.709597,-75.616219,WND,78.00,0.00,0.00
7194,NY,Robert Moses Niagara,43.142700,-79.039400,WAT,2429.10,15373232.00,0.00
7195,NY,Robert Moses Power Dam,45.003800,-74.799400,WAT,912.00,7088396.00,0.00
7196,NY,Rochester 2,43.161100,-77.615000,WAT,8.50,9503.00,0.00
7197,NY,Rochester 26,43.152200,-77.609800,WAT,3.00,5748.00,0.00
7198,NY,Rochester 3,43.161667,-77.618055,DFO,19.00,0.00,0.00
7199,NY,Rochester 5,43.180300,-77.627800,WAT,43.60,109860.00,0.00
7200,NY,Rochester 7,43.268889,-77.629444,BIT,252.60,0.00,0.00
7201,NY,Rochester 9,43.151000,-77.660100,NG,19.00,0.00,0.00
7202,NY,Roseton Generating LLC,41.573783,-73.966269,RFO,1242.00,301183.00,214332.59
7203,NY,S A Carlson,42.093300,-79.247800,NG,96.30,212391.00,115794.50
7204,NY,Saranac Power Partners LP,44.713200,-73.455700,NG,285.60,88579.00,49652.84
7205,NY,Schaghticoke,42.899200,-73.598900,WAT,16.00,35716.00,0.00
7206,NY,School Street,42.784980,-73.707983,WAT,42.00,128776.00,0.00
7207,NY,Schuylerville,43.096823,-73.582107,WAT,2.00,6225.00,0.00
7208,NY,Selkirk Cogen Partners,42.574400,-73.859200,NG,446.00,621943.00,267554.90
7209,NY,Seneca Energy,42.928100,-76.840800,LFG,24.00,133523.00,0.00
7210,NY,Sewalls,43.977500,-75.894200,WAT,2.00,9683.00,0.00
7211,NY,Sherman Island,43.279700,-73.709400,WAT,36.30,137352.00,0.00
7212,NY,Shoemaker,41.427800,-74.418600,NG,41.90,200.00,351.08
7213,NY,Shoreham,40.961590,-72.864976,DFO,71.50,5268.00,6381.04
7214,NY,Shoreham Energy,40.957053,-72.865877,DFO,100.00,6184.00,5843.13
7215,NY,Shoreham Solar Commons,40.934411,-72.888511,SUN,24.90,0.00,0.00
7216,NY,Sissonville Hydro,44.685589,-75.002868,WAT,3.00,11278.00,0.00
7217,NY,Skidmore College,43.093682,-73.811320,SUN,2.00,2776.00,0.00
7218,NY,Smithtown Energy Partners LP,40.884167,-73.243611,LFG,1.40,0.00,0.00
7219,NY,Soft Maple,43.920600,-75.243300,WAT,16.00,33670.00,0.00
7220,NY,Somerset Operating Company  (Kintigh),43.358889,-78.604722,BIT,655.10,627632.00,675125.78
7221,NY,South Cairo,42.291275,-73.986452,KER,21.60,60.00,68.37
7222,NY,South Colton,44.513300,-74.883100,WAT,21.00,69985.00,0.00
7223,NY,South Edwards,44.267800,-75.196100,WAT,4.00,11354.00,0.00
7224,NY,South Glens Falls Hydroelectric,43.304413,-73.639930,WAT,13.80,59404.00,0.00
7225,NY,South Hampton,40.899997,-72.381977,DFO,11.50,1634.00,3538.30
7226,NY,South Oaks Hospital,40.685300,-73.425800,NG,2.20,6140.00,1825.03
7227,NY,Southold,41.105900,-72.376100,DFO,14.00,669.00,1301.49
7228,NY,Spier Falls,43.233900,-73.755600,WAT,56.00,169748.00,0.00
7229,NY,SREC Bath LFGTE,42.322263,-77.385646,LFG,3.20,15517.00,0.00
7230,NY,Stark,44.455300,-74.761400,WAT,26.00,80566.00,0.00
7231,NY,Starrett City Cogen Facility,40.649200,-73.879200,NG,18.00,69242.00,24516.58
7232,NY,Steel Sun,42.812811,-78.845313,SUN,2.00,4992.00,0.00
7233,NY,Steel Winds II,42.807200,-78.861700,WND,15.00,38311.00,0.00
7234,NY,Steel Winds Wind Farm,42.816700,-78.867500,WND,20.00,58717.00,0.00
7235,NY,Stephentown Spindle,42.556501,-73.377477,MWH,20.00,27806.00,0.00
7236,NY,Sterling Power Plant,43.080338,-75.600963,NG,65.30,11631.00,5821.19
7237,NY,Sterlington Greenworks LLC,41.067500,-72.440278,SUN,1.30,2080.00,0.00
7238,NY,Stewarts Bridge,43.297800,-73.885300,WAT,38.50,100142.00,0.00
7239,NY,Stillwater Hydro Electric Project,42.937465,-73.654393,WAT,3.40,13255.00,0.00
7240,NY,Stillwater Reservoir Hydro,43.897386,-75.040000,WAT,1.80,5367.00,0.00
7241,NY,Stony Creek Wind Farm NY,42.767614,-78.415843,WND,94.40,265035.00,0.00
7242,NY,Sturgeon,41.848191,-74.046678,WAT,14.40,32143.00,0.00
7243,NY,Stuyvesant Falls,42.351389,-73.733889,WAT,6.00,9564.00,0.00
7244,NY,Sugar Island,44.642181,-74.976473,WAT,4.00,24373.00,0.00
7245,NY,Sullivan County - Adult Care Solar,41.796600,-74.708077,SUN,2.00,0.00,0.00
7246,NY,SUNY Old Westbury College,40.797858,-73.565661,NG,1.80,10349.00,5500.29
7247,NY,Sutter Greeworks LLC,40.928056,-72.771111,SUN,5.00,9499.00,0.00
7248,NY,Swinging Bridge 1,41.571667,-74.782777,WAT,5.00,0.00,0.00
7249,NY,Swinging Bridge 2,41.571700,-74.782800,WAT,6.80,5942.00,0.00
7250,NY,Synergy Biogas,42.828889,-78.055000,OBG,1.40,3722.00,2.75
7251,NY,Syracuse LLC,43.066400,-76.214400,NG,102.70,28551.00,14418.61
7252,NY,Talcville,44.308300,-75.308300,WAT,1.10,2682.00,0.00
7253,NY,Tannery Island Power,43.980000,-75.613100,WAT,1.50,6850.00,0.00
7254,NY,Tannery Road Landfill,43.239004,-75.534588,SUN,2.00,1139.00,0.00
7255,NY,Taylorville,43.927002,-75.321877,WAT,4.00,21634.00,0.00
7256,NY,TBE-Montgomery LLC,41.488500,-74.226200,OBG,21.00,0.00,0.00
7257,NY,Theresa Plant,44.217420,-75.795173,WAT,1.30,6086.00,0.00
7258,NY,Ticonderoga Mill,43.891437,-73.396998,RFO,42.10,222204.38,25249.98
7259,NY,Time Warner Cable - Knowles,42.337435,-77.375323,SUN,2.00,0.00,0.00
7260,NY,Tompkins Cortland Community College,42.502500,-76.286500,SUN,2.00,2666.00,0.00
7261,NY,Town of Halfmoon,42.834978,-73.675675,SUN,1.00,0.00,0.00
7262,NY,Town of Williamson Landfill PV,43.244444,-77.174722,SUN,1.20,1953.00,0.00
7263,NY,Trenton Falls,43.275800,-75.156700,WAT,21.90,137185.00,0.00
7264,NY,Union Falls,44.510739,-73.913079,WAT,2.60,8993.00,0.00
7265,NY,Unionville Hydro Project 2499 NY,44.714518,-74.996581,WAT,3.00,12410.00,0.00
7266,NY,University of Rochester,43.123889,-77.628889,NG,25.40,61265.00,20270.43
7267,NY,Upper Beaver Falls Project,43.883611,-75.428056,WAT,1.50,8594.00,0.00
7268,NY,Upper Mechanicville,42.912600,-73.680500,WAT,16.40,46547.00,0.00
7269,NY,Upper Newton Falls,44.214444,-74.991389,WAT,1.50,5350.00,0.00
7270,NY,US Gypsum Oakfield,43.064700,-78.297200,NG,5.80,24049.00,7869.74
7271,NY,Valley Falls Hydroelectric Facility,42.904400,-73.562500,WAT,2.50,7430.00,0.00
7272,NY,Varick,43.448600,-76.505600,WAT,8.00,20629.00,0.00
7273,NY,Vernon Boulevard,40.753700,-73.950800,NG,94.00,48915.00,31097.91
7274,NY,Victory Mills,42.919700,-76.547700,WAT,1.70,4024.00,0.00
7275,NY,Vischer Ferry,42.807460,-73.842690,WAT,11.60,29292.00,0.00
7276,NY,Vulcraft Solar,42.005874,-76.619350,SUN,1.60,2452.00,0.00
7277,NY,Wading River Facility,40.956932,-72.877411,DFO,238.50,22972.00,31903.53
7278,NY,Walden,41.559980,-74.195154,WAT,2.40,2395.00,0.00
7279,NY,Wappinger Falls Hydroelectric,41.598395,-73.922036,WAT,2.00,5833.00,0.00
7280,NY,Warrensburg Hydroelectric,43.483300,-73.798600,WAT,2.90,9522.00,0.00
7281,NY,Waste Management Madison County LFGTE,43.033600,-75.702800,LFG,1.60,6349.00,0.00
7282,NY,Watchtower Educational Center,41.498392,-73.574560,NG,2.10,0.00,0.00
7283,NY,Waterport,43.327200,-78.239400,WAT,4.00,9965.00,0.00
7284,NY,Waterside,40.753333,-73.975833,RFO,199.80,0.00,0.00
7285,NY,Watertown,43.975801,-75.874669,WAT,8.10,21917.00,0.00
7286,NY,West Babylon Facility,40.695485,-73.348573,DFO,52.40,4154.00,5181.18
7287,NY,West Coxsackie,42.350889,-73.815798,NG,21.60,505.00,427.47
7288,NY,West Delaware Tunnel Plant,41.859601,-74.510259,WAT,7.50,8157.00,0.00
7289,NY,West End Dam Hydroelectric Project,43.982890,-75.620583,WAT,4.40,20853.00,0.00
7290,NY,Wethersfield Wind Farm,42.678819,-78.243792,WND,6.60,12528.00,0.00
7291,NY,Wheelabrator Hudson Falls,43.305600,-73.591447,MSW,14.40,76924.00,84551.23
7292,NY,Wheelabrator Westchester,41.277129,-73.942344,MSW,59.70,387353.00,367719.29
7293,NY,William Floyd School District,40.776944,-72.850833,NG,3.90,2387.00,881.37
7294,NY,Wiscoy 170,42.504200,-78.082800,WAT,1.00,0.00,0.00
7295,NY,Yaleville,44.766100,-74.999700,WAT,2.00,2669.00,0.00
7296,NY,Zotos International WPGF,42.886944,-76.968333,WND,3.40,1670.00,0.00
7297,OH,AEP Bluffton NaS,40.892800,-83.886300,MWH,2.00,0.00,0.00
7298,OH,AES ES Tait,39.728611,-84.208333,MWH,20.00,-4427.00,0.00
7299,OH,Akron Recycle Energy Plant,41.073336,-81.530642,WDS,4.00,0.00,0.00
7300,OH,Akron WRF,41.153333,-81.568889,OBG,1.80,8220.00,5.75
7301,OH,AMP Napoleon Solar Facility,41.406667,-84.110833,SUN,3.50,4888.00,0.00
7302,OH,AMP-Ohio Gas Turbines Bowling Green,41.397369,-83.641236,NG,49.50,2622.00,827.19
7303,OH,AMP-Ohio Gas Turbines Galion,40.716700,-82.789000,NG,49.50,3400.00,1839.02
7304,OH,AMP-Ohio Gas Turbines Napoleon,41.407900,-84.109500,NG,49.50,3077.00,2015.37
7305,OH,Anadarko,39.756982,-81.115503,DFO,7.80,72.00,1394.41
7306,OH,Anthony Wayne Solar #1,41.627222,-83.574722,SUN,1.70,2115.00,0.00
7307,OH,Arcanum,39.986100,-84.550300,DFO,1.20,15.00,13.93
7308,OH,Arcanum Peaking,39.986700,-84.551300,DFO,1.80,103.00,89.15
7309,OH,ArcelorMittal Cleveland LLC,41.473900,-81.672800,PRG,68.00,156708.00,30704.34
7310,OH,ArcelorMittal Warren,41.211900,-80.817600,OG,20.50,36621.00,12853.88
7311,OH,Ashtabula,41.890026,-80.761200,NG,26.10,150573.00,46401.33
7312,OH,Auglaize Hydro,41.237206,-84.399756,WAT,5.00,8743.00,0.00
7313,OH,Avon Lake Power Plant,41.504453,-82.054619,BIT,870.00,1100296.00,1159589.63
7314,OH,Battery Utility of Ohio,40.260278,-82.833056,MWH,4.00,-479.00,0.00
7315,OH,Bay Shore,41.691700,-83.437800,PC,665.30,963010.00,1356156.06
7316,OH,Bay View Backup Power Facility,41.688333,-83.484722,NG,12.00,4538.00,680.78
7317,OH,Bay View Cogeneration Facility,41.688333,-83.484722,LFG,12.00,0.00,0.00
7318,OH,Bellefontaine Gas Producers LLC,40.410751,-83.717880,LFG,4.80,34106.00,0.00
7319,OH,Black Fork Wind Energy Project,40.854622,-82.761200,WND,200.00,0.00,0.00
7320,OH,Blue Creek Wind Project,40.931515,-84.561824,WND,302.00,810707.00,0.00
7321,OH,Bowling Green,41.382200,-83.611300,DFO,8.80,4.00,3.20
7322,OH,Bowling Green Wind,41.378600,-83.738300,WND,7.20,10892.00,0.00
7323,OH,Bridgewater Dairy Anaerobic Digester,41.629200,-84.669400,OBG,1.20,2763.00,4.66
7324,OH,Broshco Fabricated Products,40.776111,-82.568611,NG,4.70,4602.00,2736.34
7325,OH,Brown County LFGTE Power Station,38.895000,-83.903000,LFG,4.80,0.00,0.00
7326,OH,Bryan (OH),41.471822,-84.543148,NG,39.30,2211.00,2136.73
7327,OH,Bryan Peaking,41.460900,-84.527000,DFO,10.80,626.00,540.21
7328,OH,Bryan Solar Field,41.476389,-84.586111,SUN,2.10,2520.00,0.00
7329,OH,Buckeye Wind Farm,40.160700,-83.627900,WND,100.00,0.00,0.00
7330,OH,Carbon Limestone,40.997500,-80.520800,LFG,25.60,134874.00,0.01
7331,OH,Cardinal,40.252200,-80.648600,BIT,1880.40,9180921.00,9322720.73
7332,OH,Carroll County Energy,40.604410,-81.059180,NG,832.30,0.00,0.00
7333,OH,Celina Solar Project #1 LLC,40.540556,-84.590556,SUN,4.00,6166.00,0.00
7334,OH,Central Utility Plant Cincinnati,39.134533,-84.509419,NG,47.20,172185.86,56141.74
7335,OH,City of Shelby Electric Distribution,40.896088,-82.665640,DFO,1.80,71.00,70.63
7336,OH,Clean Energy Future-Lordstown LLC,41.148890,-80.851620,NG,962.00,0.00,0.00
7337,OH,Cleveland Peaking,41.556714,-81.588233,DFO,10.80,318.00,277.77
7338,OH,Clinton Battery,39.295883,-83.960782,MWH,10.00,-113.00,0.00
7339,OH,Clyde Solar Array,41.319351,-82.984331,SUN,2.80,2887.00,0.00
7340,OH,Collinwood,41.556867,-81.587960,NG,16.00,0.00,0.00
7341,OH,Collinwood BioEnergy Facility,41.555556,-81.589167,OBG,1.00,2978.00,2.36
7342,OH,Conesville,40.184200,-81.881100,BIT,2174.80,4534110.00,5274385.87
7343,OH,Cooper Farms VW Project,40.905833,-84.570277,WND,4.50,13961.00,0.00
7344,OH,CU Solar Plant,39.741944,-83.816944,SUN,1.80,2783.00,0.00
7345,OH,Darby Electric Generating Station,39.713900,-83.177800,NG,564.00,68101.00,50079.18
7346,OH,Davis Besse,41.596700,-83.086100,NUC,925.20,6394136.00,0.00
7347,OH,DG AMP Solar Bowling Green,41.396000,-83.582000,SUN,20.00,0.00,0.00
7348,OH,DG AMP Solar Jackson Center,40.444969,-84.047247,SUN,1.60,0.00,0.00
7349,OH,DG AMP Solar Orrville 3,40.856428,-81.759461,SUN,2.30,0.00,0.00
7350,OH,DG AMP Solar Versailles,40.220700,-84.497800,SUN,1.80,0.00,0.00
7351,OH,Dodge Park Engine No 1,39.952367,-83.014425,DFO,2.00,3.92,7.87
7352,OH,Dover,40.520066,-81.468150,BIT,53.60,46151.00,82668.59
7353,OH,Dover Peaking,40.541600,-81.498500,DFO,10.80,655.00,565.37
7354,OH,Dresden Energy Facility,40.092800,-82.027600,NG,678.30,3956473.00,1543594.35
7355,OH,Dynegy Dicks Creek LLC,39.465000,-84.377800,NG,159.10,2005.00,3547.74
7356,OH,Dynegy Hanging Rock II LLC,38.573100,-82.783300,NG,1288.20,9716972.20,4242208.89
7357,OH,Dynegy Washington II LLC,39.580000,-81.656400,NG,714.90,4376341.00,1945466.69
7358,OH,East Campus Utility Plant,39.137935,-84.504948,DFO,4.80,137.20,84.23
7359,OH,Eastlake,41.671100,-81.442500,DFO,1289.00,96.00,357.52
7360,OH,Edgerton,41.449992,-84.767208,DFO,3.60,152.00,130.94
7361,OH,Engle,41.142800,-81.470600,DFO,9.00,9.00,8.03
7362,OH,Euclid Farm Stamco N-54,41.602222,-81.496944,WND,1.00,752.00,0.00
7363,OH,FDS Co-Generation Facility,41.682420,-83.467500,OG,135.00,0.00,0.00
7364,OH,Findlay Wind Farm,41.101219,-83.644394,WND,3.00,7114.00,0.00
7365,OH,FirstEnergy Acme,41.654444,-83.515556,BIT,72.00,0.00,0.00
7366,OH,FirstEnergy Ashtabula,41.908600,-80.769700,,440.00,0.00,0.00
7367,OH,FirstEnergy Edgewater,41.468056,-82.186944,,171.20,0.00,0.00
7368,OH,FirstEnergy Lake Shore,41.535600,-81.641900,,260.00,0.00,0.00
7369,OH,FirstEnergy Mad River,39.924200,-83.850800,DFO,54.00,0.00,0.00
7370,OH,FirstEnergy R E Burger,39.910000,-80.760833,,548.30,0.00,0.00
7371,OH,FirstEnergy Toronto,40.482500,-80.604444,BIT,173.00,0.00,0.00
7372,OH,Frank M Tait Station,39.727249,-84.211084,NG,304.60,173811.00,133001.84
7373,OH,Fremont Energy Center,41.377116,-83.161388,NG,739.50,1718372.00,1128484.49
7374,OH,Galion,40.730300,-82.793900,DFO,5.40,324.00,279.57
7375,OH,Gen J M Gavin,38.934700,-82.115800,RC,2600.00,13955088.00,14610664.09
7376,OH,Geneva,41.795000,-80.910000,LFG,4.00,22663.00,0.00
7377,OH,Genoa Diesel Generating Station,41.509200,-83.360600,DFO,6.00,35.00,33.35
7378,OH,GM Lordstown Assembly Solar Array,41.148019,-80.883753,SUN,2.20,2601.00,0.00
7379,OH,Greenup Hydro,38.647200,-82.859400,WAT,70.20,306968.00,0.00
7380,OH,Greenville Electric Gen Station,40.075783,-84.615136,NG,236.00,86166.00,52732.89
7381,OH,Hamilton Hydro,39.412800,-84.555800,WAT,2.20,4095.00,0.00
7382,OH,Hamilton Municipal Power Plant,39.409800,-84.554300,NG,138.10,-2792.00,0.00
7383,OH,Hannibal Port Power Project,39.704887,-80.841847,NG,485.00,0.00,0.00
7384,OH,Harpster Wind,40.718292,-83.228650,WND,1.50,2611.00,0.00
7385,OH,Harrod Electric Generating Station,40.702778,-83.899166,NG,564.00,0.00,0.00
7386,OH,Haverhill North Cogeneration Facility,38.596657,-82.828642,OG,67.00,232694.00,74675.36
7387,OH,Haviland Plastic Products,41.016111,-84.587500,WND,4.50,14628.00,0.00
7388,OH,Heat Plant 770,39.794100,-84.080500,NG,2.00,0.00,0.00
7389,OH,HMV Minster Energy Storage System,40.398844,-84.387266,MWH,7.00,0.00,0.00
7390,OH,HMW Minster PV I,40.390362,-84.401595,SUN,3.00,5199.00,0.00
7391,OH,Hog Creek Wind Project,40.793073,-83.728714,WND,66.00,0.00,0.00
7392,OH,Hoge Lumber,40.488484,-84.318300,WDS,3.70,1040.00,16.18
7393,OH,Icebreaker Offshore Wind Farm,41.605833,-81.805833,WND,18.00,0.00,0.00
7394,OH,J M Stuart,38.636100,-83.693900,BIT,2451.60,11250521.00,11967266.68
7395,OH,Jackson (OH),39.044100,-82.610100,DFO,3.60,4.00,3.36
7396,OH,Jackson Cntr Peaking,40.459700,-84.040100,DFO,1.80,108.00,93.08
7397,OH,Killen Station,38.690300,-83.480300,BIT,689.30,3365575.00,3718974.76
7398,OH,Kyger Creek,38.914400,-82.128900,BIT,1086.50,4934172.00,5651364.95
7399,OH,Lake Road (OH),41.527778,-81.649444,BIT,160.00,0.00,0.00
7400,OH,LE Wind Turbine 1,41.584444,-81.525555,WND,2.50,5180.00,0.00
7401,OH,Lebanon,39.432181,-84.210925,DFO,33.70,0.00,0.00
7402,OH,Loraine County Project,41.300600,-82.180300,LFG,27.20,155443.00,0.01
7403,OH,Madison Generating Station,39.452200,-84.464700,NG,692.00,446422.00,359033.55
7404,OH,Mahoning,40.914444,-80.586111,LFG,4.80,27151.00,0.00
7405,OH,MCCo Solar Generating Facility,41.516389,-81.597222,SUN,1.00,619.00,0.00
7406,OH,Miami Fort Power Station,39.112800,-84.803600,BIT,1444.00,6764674.00,6774066.38
7407,OH,Middletown Coke Company LLC,39.472222,-84.401389,OG,67.00,369239.00,114835.01
7408,OH,Middletown Energy Center,39.465000,-84.347778,NG,543.90,0.00,0.00
7409,OH,Model Gas Power Station,39.890800,-83.027200,LFG,2.80,0.00,0.00
7410,OH,Montpelier,41.585500,-84.579400,DFO,10.80,562.00,484.82
7411,OH,Monument,39.766700,-84.173900,DFO,13.50,108.00,94.07
7412,OH,Morton Salt Rittman,40.969200,-81.775600,NG,4.00,7636.81,3181.48
7413,OH,Muskingum River,39.590800,-81.679700,BIT,1529.40,0.00,0.00
7414,OH,Napoleon,41.410600,-84.096700,DFO,5.40,4.00,2.87
7415,OH,Napoleon Biogas,41.355556,-84.102500,OBG,2.80,0.00,0.00
7416,OH,Napoleon Peaking,41.407900,-84.109500,DFO,5.40,316.00,272.69
7417,OH,Napoleon Solar I,41.388431,-84.095841,SUN,8.00,13655.00,0.00
7418,OH,New Knoxville,40.499364,-84.309201,DFO,1.10,0.00,0.00
7419,OH,Niles,41.166928,-80.747690,DFO,292.60,-254.00,210.08
7420,OH,Niles,41.168000,-80.752900,DFO,5.40,10.00,7.78
7421,OH,O H Hutchings,39.608800,-84.292100,NG,446.60,36.00,288.27
7422,OH,Oberlin (OH),41.283600,-82.219400,NG,22.00,684.00,825.97
7423,OH,Oberlin Spear Point Solar One,41.302761,-82.227047,SUN,2.00,2284.00,0.00
7424,OH,Ohio Northern University Solar Site,40.759622,-83.839100,SUN,3.00,0.00,0.00
7425,OH,Omega JV2 Bowling Green,41.388400,-83.640200,NG,32.00,2721.00,1609.86
7426,OH,Omega JV2 Hamilton,39.352800,-84.518300,NG,32.00,3024.00,2315.34
7427,OH,Oregon Clean Energy Center,41.667928,-83.443664,NG,1061.50,0.00,0.00
7428,OH,Orrville,40.850964,-81.765764,BIT,84.50,185513.00,285796.87
7429,OH,Orrville Peaking,40.860000,-81.758600,DFO,5.40,303.00,261.87
7430,OH,O'Shaughnessy Hydro,40.153328,-83.126719,WAT,5.20,334.00,0.00
7431,OH,Ottawa County Project,41.528300,-83.035300,LFG,2.80,7737.00,0.00
7432,OH,Owens Corning Headquarters,41.644700,-83.536400,SUN,2.10,1810.00,0.00
7433,OH,P H Glatfelter Company - Chillicothe Fac,39.324611,-82.974039,BLQ,92.80,404333.00,45289.21
7434,OH,Painesville,41.726500,-81.254000,BIT,55.50,10397.00,17541.89
7435,OH,Paulding Wind Farm II,41.025278,-84.779166,WND,99.00,331587.00,0.00
7436,OH,Paulding Wind Farm III,41.121000,-84.751000,WND,100.80,28591.00,0.00
7437,OH,Paulding Wind Farm LLC,41.160000,-84.763888,WND,49.00,0.00,0.00
7438,OH,Perry,41.800600,-81.143900,NUC,1311.60,10423250.00,0.00
7439,OH,Picway,39.793300,-83.009700,BIT,106.20,0.00,0.00
7440,OH,Piqua Power Plant,40.133848,-84.237258,DFO,81.10,558.00,839.61
7441,OH,Procter & Gamble Cincinnati Plant,39.175000,-84.504200,NG,12.50,20041.00,6790.76
7442,OH,Prospect Municipal,40.441100,-83.188300,DFO,1.80,0.00,0.00
7443,OH,PS ST-8 Engine No 1,39.961419,-83.049072,DFO,2.00,3.92,5.41
7444,OH,Racine,38.915300,-81.908100,WAT,47.40,180180.00,0.00
7445,OH,Refuse & Coal,39.902222,-83.024444,MSW,90.00,0.00,0.00
7446,OH,Renewable Energy Services of Ohio,41.336200,-82.602000,LFG,2.40,15583.00,0.00
7447,OH,Renick Run Pumping Station 03-04,39.929400,-83.012000,DFO,2.80,4.90,4.43
7448,OH,Richard Gorsuch,39.366400,-81.521100,BIT,200.00,0.00,0.00
7449,OH,Richland Peaking Station,41.305203,-84.334622,NG,450.00,144106.00,108247.11
7450,OH,Robert P Mone,40.929700,-84.739200,NG,594.00,105528.00,66046.59
7451,OH,Rolling Hills Generating LLC,39.083900,-82.332800,NG,977.50,410668.00,275028.53
7452,OH,RP Wind,40.449444,-83.893333,WND,3.40,8523.00,0.00
7453,OH,Sauder Power Plant,41.515211,-84.293549,WDS,7.20,30944.00,488.91
7454,OH,Scioto Ridge Wind Farm,40.561389,-83.736389,WND,189.20,0.00,0.00
7455,OH,Seville,41.031700,-81.871400,DFO,5.40,330.00,284.57
7456,OH,Shelby Municipal Light Plant,40.880000,-82.656700,DFO,40.00,13.00,21.58
7457,OH,Shelby North,40.896900,-82.662500,DFO,1.80,107.00,92.10
7458,OH,Shelby South,40.908889,-82.653333,DFO,1.80,95.00,25.57
7459,OH,Sidney (OH),40.279170,-84.190970,DFO,13.50,107.00,91.36
7460,OH,Smart Papers LLC,,,BIT,0.00,0.00,0.00
7461,OH,South Field Energy,40.635340,-80.678245,NG,1105.00,0.00,0.00
